33653ME010181400_2018_G914780001,33653ME010181400_2018_G914780001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G914990001,33653ME010181400_2018_G914990001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G915010001,33653ME010181400_2018_G915010001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181400_2018_G915160001,33653ME010181400_2018_G915160001,a,Community Merit Silver,12/01/2018,Not Specified
33653ME010181500_2018_G907420001,33653ME010181500_2018_G907420001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G908630001,33653ME010181500_2018_G908630001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G909050001,33653ME010181500_2018_G909050001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G910870001,33653ME010181500_2018_G910870001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G912710001,33653ME010181500_2018_G912710001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G912800001,33653ME010181500_2018_G912800001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G913000001,33653ME010181500_2018_G913000001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914280001,33653ME010181500_2018_G914280001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914350001,33653ME010181500_2018_G914350001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914570001,33653ME010181500_2018_G914570001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914610001,33653ME010181500_2018_G914610001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914620001,33653ME010181500_2018_G914620001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914630001,33653ME010181500_2018_G914630001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914710001,33653ME010181500_2018_G914710001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914760001,33653ME010181500_2018_G914760001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914830001,33653ME010181500_2018_G914830001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914840001,33653ME010181500_2018_G914840001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914870001,33653ME010181500_2018_G914870001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914940001,33653ME010181500_2018_G914940001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G914980001,33653ME010181500_2018_G914980001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G919140001,33653ME010181500_2018_G919140001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G919240001,33653ME010181500_2018_G919240001,a,Community Accord Silver,12/01/2018,Not Specified
33653ME010181500_2018_G919320001,33653ME010181500_2018_G919320001,a,Community Accord Silver,12/01/2018,Not Specified
